id	title	tags	category	file
5Y8f28YxSLk	Market of Skills with Carsten Lützen	market-of-skills,team-building,new-teams,skills-mapping,solution-focused,strengths-based,post-its	Facilitation Method	videos/carsten-lutzen/CL_450_market-of-skills-with-carsten-lützen.md
chp-KybF3Rw	Product Owner with Carsten Lützen	product-owner,scrum,backlog,prioritization,agile,scrum-team,high-performance-team	Agile & Product	videos/carsten-lutzen/CL_451_product-owner-with-carsten-lützen.md
DWS84lHAjnk	What is holding your team together right now?	team-cohesion,solution-focused,uncertainty,retrospective,stability,agile-coaching,team-dynamics	Coaching Technique	videos/carsten-lutzen/CL_452_what-is-holding-your-team-together-right-now.md
qHVHDBCkGTc	Scrum Master by Carsten Lützen	scrum-master,agile-coaching,team-happiness,impediment-removal,scrum-ceremonies,mentoring,teaching	Agile & Product	videos/carsten-lutzen/CL_453_scrum-master-by-carsten-lützen.md
RtOcNVlmmp4	Kanban with Carsten Lützen	kanban,agile,wip-limits,flow,scrum-vs-kanban,work-in-progress,pull-system	Agile & Product	videos/carsten-lutzen/CL_454_kanban-with-carsten-lützen.md
G1We6HubVE8	Themed Sprints with Carsten Lützen	sprint-goal,themed-sprints,scrum,sprint-planning,sprint-review,sprint-backlog,prioritization	Agile & Product	videos/carsten-lutzen/CL_455_themed-sprints-with-carsten-lützen.md
kcR0El8cCYs	Retrospectives with Carsten Lützen	retrospective,starfish,dot-voting,derby-larson,sprint-retrospective,post-its,team-reflection	Retro Format	videos/carsten-lutzen/CL_456_retrospectives-with-carsten-lützen.md
nIFI04usl9o	Sea Map by Carsten Lützen	sea-map,treasure-map,retrospective,visual-facilitation,solution-focused,team-journey,metaphor	Retro Format	videos/carsten-lutzen/CL_457_sea-map-by-carsten-lützen.md
68wDa4KwIWo	Visual Agenda with Carsten Lützen	visual-agenda,kanban,facilitation,transparency,workshop-design,retrospective,physical-facilitation	Facilitator Craft	videos/carsten-lutzen/CL_458_visual-agenda-with-carsten-lützen.md
ePgQmEtgIpY	Refinement Poster Session with Carsten Lützen	refinement,backlog-refinement,poster-session,champion,magic-estimation,scrum,agile	Agile & Product	videos/carsten-lutzen/CL_459_refinement-poster-session-with-carsten-lützen.md
8SjyyQ8o4G4	Magic Estimation with Carsten Lützen	magic-estimation,estimation,fibonacci,silent-estimation,backlog-refinement,planning,scrum	Agile & Product	videos/carsten-lutzen/CL_460_magic-estimation-with-carsten-lützen.md
kaT9mGSnWXE	Simple Ethnography	simple-ethnography,liberating-structures,observation,sense-making,prototyping,user-research,workshop-design	Facilitation Method	videos/carsten-lutzen/CL_461_simple-ethnography.md
3nZKZ2ogUCg	Magic Estimation Part 2 with Carsten Lützen	magic-estimation,backlog-cleanup,backlog-management,refinement,duplicates,silent-estimation,facilitation,prioritization,product-backlog	Agile & Product	videos/carsten-lutzen/CL_462_magic-estimation-part-2-with-carsten-lützen.md
zNQS4V94za4	The facilitation trick hidden inside Troika Consulting	troika-consulting,liberating-structures,facilitation,communication-skills,solution-focused,prioritization,active-listening,coaching,variation,reflection	Facilitation Method	videos/carsten-lutzen/CL_463_the-facilitation-trick-hidden-inside-troika-consulting.md
